2026/07/26 03:10:16.059, 21, 6728, 8151, 49, 32.41, 2467
2026/07/26 03:10:17.062, 0, 6728, 8151, 45, 23.86, 2400
2026/07/26 03:10:18.062, 53, 6730, 8151, 48, 15.94, 2505
2026/07/26 03:10:19.063, 21, 6730, 8151, 54, 32.80, 2505
2026/07/26 03:10:20.063, 25, 6730, 8151, 54, 33.54, 2505
2026/07/26 03:10:21.063, 21, 6730, 8151, 52, 32.68, 2482
2026/07/26 03:10:22.064, 21, 6730, 8151, 51, 32.75, 2467
2026/07/26 03:10:23.064, 21, 6730, 8151, 51, 32.72, 2467
2026/07/26 03:10:24.064, 21, 6730, 8151, 51, 32.81, 2490
2026/07/26 03:10:25.064, 21, 6730, 8151, 51, 30.91, 2467
2026/07/26 03:10:26.065, 21, 6730, 8151, 51, 32.89, 2497
2026/07/26 03:10:27.065, 25, 6730, 8151, 56, 33.22, 2505
2026/07/26 03:10:28.066, 21, 6730, 8151, 56, 34.43, 2505
2026/07/26 03:10:29.066, 21, 6730, 8151, 55, 33.11, 2497
2026/07/26 03:10:30.067, 21, 6730, 8151, 53, 33.02, 2475
2026/07/26 03:10:31.067, 21, 6730, 8151, 61, 38.34, 2670
2026/07/26 03:10:32.068, 21, 6730, 8151, 56, 33.37, 2497
2026/07/26 03:10:33.068, 21, 6730, 8151, 55, 33.12, 2482
2026/07/26 03:10:34.069, 21, 6730, 8151, 54, 33.13, 2467
2026/07/26 03:10:35.069, 21, 6730, 8151, 54, 33.11, 2467
2026/07/26 03:10:36.069, 21, 6730, 8151, 54, 33.17, 2475
2026/07/26 03:10:37.070, 21, 6730, 8151, 54, 33.20, 2475
2026/07/26 03:10:38.070, 21, 6730, 8151, 54, 33.24, 2467
2026/07/26 03:10:39.070, 21, 6730, 8151, 55, 31.50, 2467
2026/07/26 03:10:40.070, 21, 6730, 8151, 55, 33.26, 2467
2026/07/26 03:10:41.071, 21, 6730, 8151, 55, 33.29, 2475
2026/07/26 03:10:42.071, 21, 6730, 8151, 55, 33.31, 2490
2026/07/26 03:10:43.072, 18, 6730, 8151, 60, 33.91, 2505
2026/07/26 03:10:44.072, 21, 6730, 8151, 59, 34.71, 2505
2026/07/26 03:10:45.073, 21, 6730, 8151, 59, 33.38, 2497
2026/07/26 03:10:46.075, 21, 6730, 8151, 59, 32.20, 2602
2026/07/26 03:10:47.078, 21, 6730, 8151, 57, 33.55, 2467
2026/07/26 03:10:48.078, 21, 6730, 8151, 56, 33.45, 2467
2026/07/26 03:10:49.079, 21, 6730, 8151, 56, 33.46, 2482
2026/07/26 03:10:50.080, 23, 6730, 8151, 62, 34.33, 2505
2026/07/26 03:10:51.080, 21, 6730, 8151, 59, 34.54, 2497
2026/07/26 03:10:52.080, 21, 6730, 8151, 58, 33.53, 2482
2026/07/26 03:10:53.081, 21, 6730, 8151, 59, 31.70, 2497
2026/07/26 03:10:54.081, 21, 6730, 8151, 58, 33.53, 2482
2026/07/26 03:10:55.082, 21, 6730, 8151, 57, 33.52, 2467
2026/07/26 03:10:56.082, 21, 6730, 8151, 57, 33.53, 2467
2026/07/26 03:10:57.082, 21, 6730, 8151, 56, 33.52, 2482
2026/07/26 03:10:58.083, 22, 6730, 8151, 58, 33.56, 2505
2026/07/26 03:10:59.083, 21, 6730, 8151, 61, 35.35, 2505
2026/07/26 03:11:00.083, 0, 104, 8151, 53, 25.71, 2400
2026/07/26 03:11:01.083, 0, 12, 8151, 52, 14.77, 2400
2026/07/26 03:11:02.084, 0, 12, 8151, 51, 13.60, 2400
2026/07/26 03:11:03.084, 0, 12, 8151, 50, 8.48, 180
2026/07/26 03:11:04.084, 0, 12, 8151, 50, 7.93, 180
2026/07/26 03:11:05.085, 0, 12, 8151, 49, 8.05, 180
2026/07/26 03:11:06.085, 0, 12, 8151, 49, 7.90, 180
2026/07/26 03:11:07.086, 0, 12, 8151, 48, 6.68, 180
2026/07/26 03:11:08.086, 0, 12, 8151, 48, 4.29, 180
2026/07/26 03:11:09.086, 0, 12, 8151, 48, 4.35, 180
2026/07/26 03:11:10.087, 0, 12, 8151, 48, 4.19, 180
2026/07/26 03:11:11.087, 0, 12, 8151, 48, 4.16, 180
2026/07/26 03:11:12.087, 0, 12, 8151, 48, 4.19, 180
2026/07/26 03:11:13.088, 0, 12, 8151, 48, 4.07, 180
2026/07/26 03:11:14.088, 0, 12, 8151, 48, 3.94, 180
2026/07/26 03:11:15.088, 0, 12, 8151, 48, 3.94, 180
2026/07/26 03:11:16.089, 0, 12, 8151, 48, 3.94, 180
2026/07/26 03:11:17.089, 0, 12, 8151, 47, 3.94, 180
2026/07/26 03:11:18.089, 0, 12, 8151, 47, 3.93, 180
2026/07/26 03:11:19.090, 0, 12, 8151, 47, 3.94, 180
2026/07/26 03:11:20.090, 0, 12, 8151, 47, 3.94, 180
2026/07/26 03:11:21.090, 0, 12, 8151, 47, 3.94, 180
2026/07/26 03:11:22.091, 0, 12, 8151, 47, 3.94, 180
2026/07/26 03:11:23.091, 0, 12, 8151, 47, 3.93, 180
2026/07/26 03:11:24.092, 0, 12, 8151, 47, 3.92, 180
2026/07/26 03:11:25.092, 0, 12, 8151, 47, 3.93, 180
2026/07/26 03:11:26.092, 0, 12, 8151, 47, 3.93, 180
2026/07/26 03:11:27.092, 0, 12, 8151, 47, 3.94, 180
2026/07/26 03:11:28.093, 0, 12, 8151, 47, 4.06, 180
2026/07/26 03:11:29.093, 0, 12, 8151, 47, 3.93, 180
2026/07/26 03:11:30.094, 0, 12, 8151, 47, 3.93, 180
2026/07/26 03:11:31.094, 0, 12, 8151, 47, 3.92, 180
2026/07/26 03:11:32.095, 0, 12, 8151, 47, 3.94, 180
2026/07/26 03:11:33.095, 0, 12, 8151, 47, 3.93, 180
2026/07/26 03:11:34.096, 0, 12, 8151, 47, 3.92, 180
2026/07/26 03:11:35.096, 0, 12, 8151, 47, 4.15, 180
2026/07/26 03:11:36.096, 0, 12, 8151, 47, 4.03, 180
2026/07/26 03:11:37.097, 0, 12, 8151, 47, 3.93, 180
2026/07/26 03:11:38.097, 0, 12, 8151, 47, 4.04, 180
2026/07/26 03:11:39.098, 0, 12, 8151, 47, 4.04, 180
2026/07/26 03:11:40.098, 0, 12, 8151, 47, 3.92, 180
2026/07/26 03:11:41.099, 0, 12, 8151, 47, 3.92, 180
2026/07/26 03:11:42.099, 0, 12, 8151, 47, 3.91, 180
2026/07/26 03:11:43.100, 0, 12, 8151, 47, 3.91, 180
2026/07/26 03:11:44.101, 0, 12, 8151, 47, 3.90, 180
2026/07/26 03:11:45.101, 0, 12, 8151, 47, 3.90, 180
2026/07/26 03:11:46.101, 0, 12, 8151, 47, 3.91, 180
2026/07/26 03:11:47.103, 0, 12, 8151, 47, 3.94, 180
2026/07/26 03:11:48.103, 0, 12, 8151, 47, 3.92, 180
2026/07/26 03:11:49.104, 0, 12, 8151, 47, 4.12, 180
2026/07/26 03:11:50.104, 0, 12, 8151, 47, 4.01, 180
2026/07/26 03:11:51.105, 0, 12, 8151, 47, 4.12, 180
2026/07/26 03:11:52.105, 0, 12, 8151, 47, 4.02, 180
2026/07/26 03:11:53.106, 0, 12, 8151, 47, 3.90, 180
2026/07/26 03:11:54.106, 0, 12, 8151, 47, 3.90, 180
2026/07/26 03:11:55.167, 1, 104, 8151, 49, 7.71, 2415
2026/07/26 03:11:56.168, 45, 4176, 8151, 50, 15.39, 2400
2026/07/26 03:11:57.168, 1, 4178, 8151, 51, 23.73, 2422
2026/07/26 03:11:58.168, 0, 4178, 8151, 53, 38.73, 2467
2026/07/26 03:11:59.169, 0, 4178, 8151, 51, 22.61, 2445
2026/07/26 03:12:00.169, 9, 4178, 8151, 51, 20.85, 2445
2026/07/26 03:12:01.170, 13, 4178, 8151, 52, 20.37, 2422
2026/07/26 03:12:02.170, 13, 4178, 8151, 52, 20.69, 2422
2026/07/26 03:12:03.170, 13, 4178, 8151, 52, 20.25, 2422
2026/07/26 03:12:04.171, 13, 4178, 8151, 53, 20.85, 2422
2026/07/26 03:12:05.171, 13, 4178, 8151, 55, 20.88, 2422
2026/07/26 03:12:06.172, 5, 4178, 8151, 54, 20.86, 2422
2026/07/26 03:12:07.172, 0, 4178, 8151, 51, 21.33, 2437
2026/07/26 03:12:08.172, 0, 4178, 8151, 52, 20.89, 2445
2026/07/26 03:12:09.172, 0, 4178, 8151, 52, 20.90, 2445
2026/07/26 03:12:10.173, 0, 4178, 8151, 51, 18.12, 2400
2026/07/26 03:12:11.173, 13, 4178, 8151, 53, 22.23, 2422
2026/07/26 03:12:12.173, 13, 4178, 8151, 53, 20.27, 2422
2026/07/26 03:12:13.174, 13, 4178, 8151, 53, 20.86, 2422
2026/07/26 03:12:14.174, 13, 4178, 8151, 53, 20.25, 2422
2026/07/26 03:12:15.174, 13, 4178, 8151, 53, 21.01, 2422
2026/07/26 03:12:16.175, 13, 4178, 8151, 53, 20.69, 2422
2026/07/26 03:12:17.175, 13, 4178, 8151, 53, 20.85, 2422
2026/07/26 03:12:18.175, 13, 4178, 8151, 53, 21.30, 2430
2026/07/26 03:12:19.176, 13, 4178, 8151, 53, 20.98, 2445
2026/07/26 03:12:20.176, 13, 4178, 8151, 53, 21.33, 2445
2026/07/26 03:12:21.176, 4, 4178, 8151, 53, 20.97, 2445
2026/07/26 03:12:22.177, 0, 4178, 8151, 53, 21.37, 2445
2026/07/26 03:12:23.178, 0, 4178, 8151, 52, 19.28, 2422
